cblaster search
===============
AB196490
========
AB196490.1
----------
Cluster 1, score 40.1350:
Query       Subject     Identity  Coverage  E-value    Bitscore  Start  End    Strand
NWUG02000481.1
--------------
Cluster 29, score 11.5780:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90013.1  COH21_012120  96.7      98.1      0          1055      24     2121   +     
AAS90019.1  COH21_012121  98.6      100       0          1273      2422   4446   +     
AAS90014.1  COH21_012122  95.5      100       0          1001      4707   6636   -     
AAS90015.1  COH21_012123  96.8      96.3      0          983       7182   9355   +     
AAS90016.1  COH21_012124  95.1      100       1.68e-186  517       9260   10133  -     
AAS90020.1  COH21_012125  93.7      99.6      0          951       10415  12046  -     

NWUG02000523.1
--------------
Cluster 30, score 9.4016:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90010.1  COH21_012385  95.2      99.8      0          977       2306   3931   -     
AAS90011.1  COH21_012386  98.4      100       0          986       4298   5855   -     
AAS90017.1  COH21_012388  91.5      98.9      1.74e-182  507       6890   7739   -     
AAS90012.1  COH21_012389  97.2      100       1.08e-280  764       7909   9280   -     
AAS90018.1  COH21_012390  92.5      100       1.79e-286  782       10353  12052  -     


GCA_002456175
=============
NWUH02000283.1
--------------
Cluster 31, score 49.7710:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89997.1  COH20_009220  69.4      77.4      5.18e-180  513       66009   67438   +     
AAS89998.1  COH20_009221  95.6      100       0          988       68050   70031   +     
AAS89999.1  COH20_009222  95.7      100       0          4070      71418   78250   -     
AAS90000.1  COH20_009224  97        100       2.16e-188  521       79937   81506   +     
AAS90001.1  COH20_009225  96.1      100       0          3147      82235   87694   -     
AAS90002.1  COH20_009226  95.4      100       0          3688      88069   93916   +     
AAS90003.1  COH20_009227  93.7      100       1.22e-290  794       95179   96514   -     
AAS90004.1  COH20_009228  95.4      100       9.19e-297  809       97253   98730   +     
AAS90005.1  COH20_009229  91.4      96.4      1.18e-169  475       99271   100246  +     
AAS90006.1  COH20_009231  95.2      100       5.32e-231  632       101027  102029  +     
AAS90007.1  COH20_009232  97.4      100       1.49e-288  784       102319  103793  +     
AAS90008.1  COH20_009233  99.6      100       1.71e-185  513       104405  105460  +     
AAS90009.1  COH20_009235  95.1      99.8      0          964       106177  107881  +     
AAS90010.1  COH20_009237  95.2      99.8      0          977       108902  110527  -     
AAS90011.1  COH20_009238  98.4      100       0          986       110894  112451  -     
AAS90017.1  COH20_009240  91.5      98.9      1.74e-182  507       113486  114335  -     
AAS90012.1  COH20_009241  97.2      100       1.08e-280  764       114505  115876  -     
AAS90018.1  COH20_009242  92.5      100       1.79e-286  782       116949  118648  -     
AAS90013.1  COH20_009243  96.4      100       0          1071      119830  121957  +     
AAS90019.1  COH20_009244  98.6      100       0          1273      122258  124282  +     
AAS90014.1  COH20_009245  95.5      100       0          1001      124543  126472  -     
AAS90015.1  COH20_009246  96.8      96.3      0          983       127018  129191  +     
AAS90016.1  COH20_009247  95.1      100       1.68e-186  517       129096  129969  -     
AAS90020.1  COH20_009248  93.7      99.6      0          951       130251  131882  -     


GCA_002749805
=============
NEXV01000673.1
--------------
Cluster 32, score 31.1780:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90020.1  AARAC_001496  95.1      99.6      0          966       190021  191663  +     
AAS90016.1  AARAC_001497  92.9      100       2.61e-182  505       192012  192813  +     
AAS90014.1  AARAC_001499  95.5      100       0          1006      195388  197358  +     
AAS90019.1  AARAC_001500  97.8      100       0          1262      197385  199644  -     
AAS90013.1  AARAC_001501  95.5      100       0          1057      200159  202159  -     
AAS90018.1  AARAC_001502  92.5      100       2.86e-285  779       203423  204907  +     
AAS90005.1  AARAC_001508  95.5      96.4      4.14e-182  507       221772  222792  -     
AAS90004.1  AARAC_001509  95.2      100       5.31e-296  807       223072  225005  -     
AAS90003.1  AARAC_001510  92.6      100       4.54e-286  782       225530  226865  +     
AAS90002.1  AARAC_001511  94.2      100       0          3676      228310  234156  -     
AAS90001.1  AARAC_001512  95.6      100       0          3119      234484  240075  +     
AAS90000.1  AARAC_001513  95.9      100       4.06e-183  513       241069  243499  -     
AAS89999.1  AARAC_001514  97        100       0          4138      243940  250821  +     
AAS89998.1  AARAC_001515  96.2      100       0          1002      252281  254307  -     
AAS89997.1  AARAC_001516  89.1      100       0          881       254882  256644  -     
AAS89996.1  AARAC_001517  98.4      100       4.42e-287  780       256922  258071  +     


GCA_003709025
=============
QQZZ01000110.1
--------------
Cluster 33, score 1.0893:
Query       Subject      Identity  Coverage  E-value  Bitscore  Start  End    Strand
AAS89997.1  CA14_011117  89.9      100       0        893       95494  97256  +     

QQZZ01000099.1
--------------
Cluster 34, score 38.4992:
Query       Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90020.1  CA14_007479  93.9      99.6      0          955       1209060  1210661  +     
AAS90016.1  CA14_007480  95.1      100       4.82e-186  516       1210943  1211816  +     
AAS90015.1  CA14_007481  97        96.3      0          984       1211916  1213894  -     
AAS90014.1  CA14_007482  96.3      100       0          1009      1214440  1216089  +     
AAS90013.1  CA14_007484  95.6      100       0          1061      1219133  1221084  -     
AAS90018.1  CA14_007485  94        100       5.43e-288  785       1222330  1223817  +     
AAS90012.1  CA14_007486  95.9      100       8.12e-276  752       1225097  1226431  +     
AAS90017.1  CA14_007487  89.4      98.9      4.57e-178  496       1226604  1227453  +     
AAS90011.1  CA14_007489  97.8      100       0          984       1228365  1230027  +     
AAS90010.1  CA14_007490  95.6      99.8      0          982       1230394  1231986  +     
AAS90009.1  CA14_007492  95.5      99.8      0          969       1233040  1234744  -     
AAS90007.1  CA14_007495  97.4      100       1.49e-288  784       1237317  1238602  -     
AAS90006.1  CA14_007496  95.5      98.4      1.62e-227  624       1238782  1239894  -     
AAS90004.1  CA14_007499  95.9      100       9.6e-299   814       1242039  1243669  -     
AAS90003.1  CA14_007500  93.5      100       4.97e-290  792       1244407  1245742  +     
AAS90002.1  CA14_007501  95.5      100       0          3691      1247011  1252858  -     
AAS90001.1  CA14_007502  96.2      100       0          3148      1253233  1258692  +     
AAS90000.1  CA14_007503  96.7      100       1.25e-187  519       1259996  1260986  -     
AAS89999.1  CA14_007505  96.7      100       0          4126      1262675  1269500  +     
AAS89998.1  CA14_007506  97.2      100       0          1001      1270643  1273073  -     


GCA_009017415
=============
CP044620.1
----------
Cluster 35, score 41.2671:
Query       Subject        Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90020.1  F9C07_7791     93.9      99.6      0          954       5034560  5036161  +     
AAS90016.1  F9C07_2105729  95.1      100       1.68e-186  517       5036443  5037316  +     
AAS90015.1  F9C07_2202364  96.6      96.3      0          980       5037416  5039328  -     
AAS90014.1  F9C07_7794     95.7      100       0          1004      5039940  5041589  +     
AAS90019.1  F9C07_7795     98.6      100       0          1273      5041987  5044154  -     
AAS90013.1  F9C07_7796     96.4      100       0          1071      5044455  5046816  -     
AAS90018.1  F9C07_2282808  93.8      100       2.21e-287  784       5047697  5049582  +     
AAS90012.1  F9C07_7798     95.9      100       8.12e-276  752       5050595  5051929  +     
AAS90017.1  F9C07_2231779  89.4      98.9      4.57e-178  496       5052102  5052951  +     
AAS90011.1  F9C07_7801     97.8      100       0          984       5053863  5055525  +     
AAS90010.1  F9C07_2282812  95.4      99.8      0          980       5055829  5057484  +     
AAS90009.1  F9C07_7804     95.5      99.8      0          969       5058538  5060242  -     
AAS90008.1  F9C07_2282816  100       100       5.97e-186  514       5060965  5062101  -     
AAS90007.1  F9C07_2282817  97.4      100       1.49e-288  784       5062101  5064155  -     
AAS90006.1  F9C07_2282818  95.5      100       4.55e-232  635       5064155  5065522  -     
AAS90004.1  F9C07_7810     95.7      100       5.55e-298  812       5067715  5069167  -     
AAS90003.1  F9C07_7811     93.5      100       4.97e-290  792       5069905  5071240  +     
AAS90002.1  F9C07_7812     96.3      100       0          3702      5072509  5078356  -     
AAS90001.1  F9C07_1482337  96.2      100       0          3148      5078544  5085108  +     
AAS90000.1  F9C07_7814     96.7      100       2.42e-187  519       5084855  5095030  +     
AAS89998.1  F9C07_2154542  97.2      100       0          1001      5095610  5098667  -     


GCA_009176375
=============
ML734665.1
----------
Cluster 36, score 33.2226:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS89997.1  BDV35DRAFT_384099  79.4      77.4      1.59e-206  580       30270  31708  +     
AAS89999.1  BDV35DRAFT_29335   96.7      100       0          4131      35466  42636  -     
AAS90000.1  BDV35DRAFT_384103  97.5      72.7      3.07e-134  385       43014  44940  +     
AAS90001.1  BDV35DRAFT_29384   95.8      100       0          3137      45804  51506  -     
AAS90002.1  BDV35DRAFT_400157  96        100       0          3692      52094  58510  +     
AAS90003.1  BDV35DRAFT_29471   93.5      100       1.66e-288  788       59064  60920  -     
AAS90004.1  BDV35DRAFT_29476   95.7      100       3.21e-297  810       60623  63022  +     
AAS90005.1  BDV35DRAFT_384108  94.8      98.2      1.87e-180  513       63302  66061  +     
AAS90006.1  BDV35DRAFT_384108  94.1      97.8      9.33e-218  609       63302  66061  +     
AAS90007.1  BDV35DRAFT_29698   96.6      100       7.08e-287  780       66206  67957  +     
AAS90008.1  BDV35DRAFT_29656   100       100       5.97e-186  514       68291  69465  +     
AAS90010.1  BDV35DRAFT_400161  95.7      94.6      0          934       72760  76628  -     
AAS90011.1  BDV35DRAFT_400161  97.6      99.2      0          977       72760  76628  -     
AAS90017.1  BDV35DRAFT_384113  90.8      98.9      4.78e-180  501       77520  78369  -     
AAS90012.1  BDV35DRAFT_29731   97.2      100       3.09e-280  763       78536  80039  -     
AAS90018.1  BDV35DRAFT_400163  92.7      100       4.4e-287   783       81144  82631  -     
AAS90019.1  BDV35DRAFT_384117  98.6      100       0          1274      86341  88328  +     
AAS90014.1  BDV35DRAFT_396854  95.3      100       0          1001      88871  90520  -     
AAS90015.1  BDV35DRAFT_396855  96.6      96.3      0          981       91068  93048  +     
AAS90016.1  BDV35DRAFT_396856  95.5      100       3.83e-180  520       93148  95901  -     


GCA_009176385
=============
ML734987.1
----------
Cluster 37, score 39.6231:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS89996.1  BDV34DRAFT_127060  96.6      100       6.74e-282  767       15773  17160  -     
AAS89997.1  BDV34DRAFT_214354  89.5      100       0          889       17299  19061  +     
AAS89998.1  BDV34DRAFT_198446  97.4      100       0          1006      19477  22091  +     
AAS89999.1  BDV34DRAFT_127106  97        100       0          4145      23249  30309  -     
AAS90001.1  BDV34DRAFT_214359  96.3      100       0          3148      33889  39034  -     
AAS90002.1  BDV34DRAFT_127137  96        100       0          3687      39553  45699  +     
AAS90003.1  BDV34DRAFT_127154  93.2      100       5.54e-287  785       46744  48582  -     
AAS90004.1  BDV34DRAFT_127160  95.7      100       2.26e-297  811       48863  50814  +     
AAS90005.1  BDV34DRAFT_214363  94.4      97.8      5e-178     507       51096  53853  +     
AAS90007.1  BDV34DRAFT_236232  97.9      100       4.45e-290  788       54105  55481  +     
AAS90008.1  BDV34DRAFT_236234  100       100       5.97e-186  514       56221  57142  +     
AAS90009.1  BDV34DRAFT_227034  94.3      100       0          961       58001  59705  +     
AAS90010.1  BDV34DRAFT_236238  95.8      96        0          949       60643  64999  -     
AAS90017.1  BDV34DRAFT_236242  89.8      99.6      2.76e-182  507       65275  66133  -     
AAS90012.1  BDV34DRAFT_198479  95.6      100       3.31e-275  750       66243  67832  -     
AAS90018.1  BDV34DRAFT_236245  95        100       9.8e-291   792       68923  70449  -     
AAS90013.1  BDV34DRAFT_236249  95.1      100       0          1056      71404  73827  +     
AAS90019.1  BDV34DRAFT_236252  98.3      100       0          1273      74222  76322  +     
AAS90014.1  BDV34DRAFT_236254  95.3      100       0          1003      76773  78422  -     
AAS90015.1  BDV34DRAFT_214375  96.4      96.3      0          985       78976  80790  +     
AAS90020.1  BDV34DRAFT_236260  94.5      95.4      0          908       80661  84162  -     


GCA_009176395
=============
ML734338.1
----------
Cluster 38, score 10.4643:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90020.1  BDV32DRAFT_98388   90.5      99.8      0          925       54064  56178  +     
AAS90016.1  BDV32DRAFT_129418  92.2      100       2.81e-182  505       56206  57123  +     
AAS90010.1  BDV32DRAFT_129463  94.3      99.8      0          966       75684  77688  +     
AAS90009.1  BDV32DRAFT_141401  93.7      100       0          959       78714  80432  -     
AAS90008.1  BDV32DRAFT_141402  99.2      100       6.97e-185  511       81290  82194  -     
AAS90007.1  BDV32DRAFT_141403  96.4      100       8.26e-286  777       83021  84307  -     

Cluster 39, score 5.2470:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89998.1  BDV32DRAFT_141411  95.1      90.5      0          897       116459  118746  -     
AAS89997.1  BDV32DRAFT_153540  85.5      100       1.08e-305  837       119372  121133  -     
AAS89996.1  BDV32DRAFT_101310  93.7      100       7.15e-270  736       121036  122844  +     


GCA_009176405
=============
ML733395.1
----------
Cluster 40, score 1.0599:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89996.1  BDV33DRAFT_111808  73.8      99        1.22e-215  599       393726  395139  -     

ML733438.1
----------
Cluster 41, score 38.2371:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90015.1  BDV33DRAFT_191944  96.8      96.3      0          988       136083  137897  -     
AAS90014.1  BDV33DRAFT_204394  96.1      100       0          1011      138449  140098  +     
AAS90019.1  BDV33DRAFT_191946  98.4      100       0          1274      140665  142650  -     
AAS90013.1  BDV33DRAFT_191947  95.5      100       0          1060      143165  145111  -     
AAS90018.1  BDV33DRAFT_191948  93        100       5.37e-288  786       146431  147918  +     
AAS90012.1  BDV33DRAFT_191949  95.9      100       1.91e-274  748       149218  150554  +     
AAS90017.1  BDV33DRAFT_204399  90.9      100       3.01e-186  517       150727  151585  +     
AAS90011.1  BDV33DRAFT_191951  98.6      99.2      0          981       152475  156103  +     
AAS90009.1  BDV33DRAFT_191952  95.2      100       0          968       157151  158856  -     
AAS90008.1  BDV33DRAFT_231534  99.2      100       2.43e-185  513       159715  160615  -     
AAS90007.1  BDV33DRAFT_191955  97.7      100       1.81e-289  786       161430  162715  -     
AAS90006.1  BDV33DRAFT_231535  95.5      100       1.92e-231  634       163002  164005  -     
AAS90005.1  BDV33DRAFT_108471  94.2      100       4.16e-189  523       164750  166054  -     
AAS90004.1  BDV33DRAFT_108460  95.7      100       9.19e-297  809       166054  168139  -     
AAS90003.1  BDV33DRAFT_108441  94.1      100       1.81e-292  798       168162  170076  +     
AAS90001.1  BDV33DRAFT_108489  96.5      100       0          3156      177759  183130  +     
AAS89999.1  BDV33DRAFT_108511  97.2      100       0          4153      186599  193801  +     
AAS89998.1  BDV33DRAFT_173721  97.4      100       0          1006      194883  197395  -     
AAS89997.1  BDV33DRAFT_191966  89.7      100       0          889       197866  199628  -     
AAS89996.1  BDV33DRAFT_108558  97.1      100       1.42e-283  771       199767  201157  +     


GCA_009176455
=============
ML732851.1
----------
Cluster 42, score 37.4741:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90016.1  BDV30DRAFT_229992  91        96.2      3.63e-164  476       23627  26381  +     
AAS90020.1  BDV30DRAFT_229992  93.9      95.4      0          905       23627  26381  +     
AAS90015.1  BDV30DRAFT_217113  97.2      96.3      0          985       26460  28879  -     
AAS90019.1  BDV30DRAFT_217116  96.9      100       0          1256      31012  33248  -     
AAS90013.1  BDV30DRAFT_191066  95.5      100       0          1060      33558  35952  -     
AAS90018.1  BDV30DRAFT_217119  95        100       9.8e-291   792       36737  38570  +     
AAS90012.1  BDV30DRAFT_217122  94.6      100       1.83e-272  743       39471  41065  +     
AAS90017.1  BDV30DRAFT_217123  90.4      98.9      1.43e-181  505       41182  42088  +     
AAS90010.1  BDV30DRAFT_230000  95.8      96        0          944       43082  46605  +     
AAS90011.1  BDV30DRAFT_230000  97.4      100       0          982       43082  46605  +     
AAS90008.1  BDV30DRAFT_217129  99.2      100       9.9e-185   511       50069  51166  -     
AAS90007.1  BDV30DRAFT_217130  97.4      100       3.95e-289  786       51630  53258  -     
AAS90005.1  BDV30DRAFT_230004  93.7      97.8      1.43e-177  506       53484  56237  -     
AAS90004.1  BDV30DRAFT_191147  95.4      100       4.55e-297  810       56523  58572  -     
AAS90003.1  BDV30DRAFT_191160  93        100       1.93e-287  786       58624  60594  +     
AAS90002.1  BDV30DRAFT_217141  95        100       0          3669      61591  67588  -     
AAS90001.1  BDV30DRAFT_242635  95.7      100       0          3130      67946  73410  +     
AAS90000.1  BDV30DRAFT_217152  97        100       5.09e-189  523       74424  75762  -     
AAS89999.1  BDV30DRAFT_230011  96.8      100       0          4136      77321  83944  +     
AAS89998.1  BDV30DRAFT_217157  97        100       0          1002      85136  87788  -     
AAS89997.1  BDV30DRAFT_230013  89.7      100       0          890       88204  89966  -     
AAS89996.1  BDV30DRAFT_191447  96.3      100       7.87e-281  764       90192  91624  +     


GCA_009193445
=============
ML743663.1
----------
Cluster 43, score 9.0638:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS89998.1  BDV38DRAFT_22512   94.3      100       0          980       6032   8581   +     
AAS89999.1  BDV38DRAFT_288741  94.5      100       0          4025      9965   16587  -     
AAS90002.1  BDV38DRAFT_22462   91.1      100       0          3497      25685  32265  +     
AAS90006.1  BDV38DRAFT_276002  95.4      96.5      3.26e-218  610       37814  40586  +     
AAS90007.1  BDV38DRAFT_23199   96.1      100       4.1e-286   778       40726  42565  +     
AAS90012.1  BDV38DRAFT_23707   95.3      100       2.72e-274  748       53382  55189  -     


GCA_009193485
=============
ML738751.1
----------
Cluster 44, score 1.0602:
Query       Subject           Identity  Coverage  E-value   Bitscore  Start  End    Strand
AAS89996.1  BDV40DRAFT_70238  74.1      99        7.4e-217  602       61805  63707  +     


GCA_009193505
=============
ML738353.1
----------
Cluster 45, score 28.6532:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90016.1  BDV41DRAFT_566541  90.6      96.2      5.14e-164  476       116620  119373  +     
AAS90020.1  BDV41DRAFT_566541  94.5      95.4      0          909       116620  119373  +     
AAS90015.1  BDV41DRAFT_566542  96.6      96.3      0          979       119640  121455  -     
AAS90019.1  BDV41DRAFT_389477  97.7      100       0          1264      123776  126456  -     
AAS90013.1  BDV41DRAFT_389528  94.3      100       0          1048      126473  128795  -     
AAS90018.1  BDV41DRAFT_544984  95.7      100       2.16e-294  801       129246  131654  +     
AAS90012.1  BDV41DRAFT_544989  95.6      100       6.67e-275  749       132573  134165  +     
AAS90017.1  BDV41DRAFT_544994  90.5      100       1.44e-184  514       134160  135246  +     
AAS90011.1  BDV41DRAFT_566549  97.8      99.2      0          976       136038  139669  +     
AAS90009.1  BDV41DRAFT_566550  95.2      100       0          969       140715  142418  -     
AAS90008.1  BDV41DRAFT_590359  99.2      100       4.91e-185  512       143177  144178  -     
AAS90007.1  BDV41DRAFT_389937  97.2      100       8.62e-288  782       144660  146400  -     
AAS90005.1  BDV41DRAFT_566553  94.4      97.8      5e-178     507       146544  149302  -     
AAS90006.1  BDV41DRAFT_566553  95.7      96.5      4e-219     613       146544  149302  -     
AAS90004.1  BDV41DRAFT_390542  95.9      100       1.59e-297  811       149160  151653  -     
AAS90003.1  BDV41DRAFT_389754  94.1      100       2.57e-292  798       151682  154056  +     
AAS90001.1  BDV41DRAFT_545113  96.3      100       0          3152      160961  167112  +     
AAS89997.1  BDV41DRAFT_590379  89.5      100       0          889       180937  183125  -     
AAS89996.1  BDV41DRAFT_579528  96.3      100       1.93e-281  766       183402  184551  +     


GCA_009193525
=============
ML741818.1
----------
Cluster 46, score 30.0184:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS90020.1  BDV39DRAFT_207883  95.3      99.8      0          969       87434   89027   +     
AAS90016.1  BDV39DRAFT_207884  93.6      100       1.38e-185  514       89305   90178   +     
AAS90014.1  BDV39DRAFT_217102  94.7      100       0          1001      92806   94615   +     
AAS90013.1  BDV39DRAFT_207888  94.9      100       0          1054      97507   99453   -     
AAS90018.1  BDV39DRAFT_195135  93.4      100       1.13e-289  790       100761  102248  +     
AAS90017.1  BDV39DRAFT_207891  86.3      100       1.4e-175   490       105062  105920  +     
AAS90011.1  BDV39DRAFT_217109  97.6      100       0          980       106809  111178  +     
AAS90009.1  BDV39DRAFT_217111  94.5      100       0          966       111480  113184  -     
AAS90008.1  BDV39DRAFT_180441  99.6      100       3.45e-185  512       113983  115094  -     
AAS90007.1  BDV39DRAFT_180442  92.4      100       3.66e-280  764       115704  117082  -     
AAS90005.1  BDV39DRAFT_195142  94.7      96        3.23e-175  499       117338  120096  -     
AAS90006.1  BDV39DRAFT_195142  94.7      96.5      5.52e-218  610       117338  120096  -     
AAS90004.1  BDV39DRAFT_118948  95.9      100       4.08e-300  818       120625  122429  -     
AAS90003.1  BDV39DRAFT_118960  94.6      100       3.82e-294  803       122501  124440  +     
AAS90001.1  BDV39DRAFT_119028  96.5      100       0          3159      132132  137880  +     
AAS89999.1  BDV39DRAFT_217114  98.4      100       0          4198      140787  148059  +     
AAS89998.1  BDV39DRAFT_195150  93.1      100       0          951       149608  151589  -     
AAS89997.1  BDV39DRAFT_217120  89.7      100       0          887       151906  154208  -     
AAS89996.1  BDV39DRAFT_180496  96.6      92.4      3.63e-263  718       154225  155445  +     


GCA_009193545
=============
ML737129.1
----------
Cluster 47, score 33.4603:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89996.1  BDV24DRAFT_30233   98.2      100       7.33e-286  777       57197   58575   -     
AAS89997.1  BDV24DRAFT_149627  90.3      100       0          896       58811   60573   +     
AAS89999.1  BDV24DRAFT_172756  96.9      100       0          4137      64865   71493   -     
AAS90001.1  BDV24DRAFT_128992  96.7      100       0          3169      74825   81063   -     
AAS90002.1  BDV24DRAFT_129000  96.2      100       0          3699      81230   87701   +     
AAS90003.1  BDV24DRAFT_31275   92.6      100       4.54e-286  782       88321   90297   -     
AAS90004.1  BDV24DRAFT_30999   95.2      100       5.31e-296  807       90321   92676   +     
AAS90005.1  BDV24DRAFT_149636  94.8      97.8      8.72e-179  509       92710   95467   +     
AAS90006.1  BDV24DRAFT_149636  95.4      96.5      9.33e-218  609       92710   95467   +     
AAS90007.1  BDV24DRAFT_149637  97.2      100       3.51e-287  781       95757   97042   +     
AAS90008.1  BDV24DRAFT_31100   100       100       5.97e-186  514       97705   98879   +     
AAS90009.1  BDV24DRAFT_149639  94.9      100       0          969       99623   101327  +     
AAS90010.1  BDV24DRAFT_149640  96.4      96        0          950       102374  106002  -     
AAS90011.1  BDV24DRAFT_149640  99        98.2      0          974       102374  106002  -     
AAS90017.1  BDV24DRAFT_129075  90.1      99.6      2.03e-184  512       106728  107825  -     
AAS90012.1  BDV24DRAFT_129078  96.4      99.7      2e-276     753       107874  109427  -     
AAS90013.1  BDV24DRAFT_172774  95.5      100       0          1057      113352  115556  +     
AAS90019.1  BDV24DRAFT_32051   97.7      100       0          1259      115744  117955  +     
AAS90014.1  BDV24DRAFT_172776  95.5      100       0          1006      117955  120014  -     
AAS90015.1  BDV24DRAFT_31997   96.4      96.3      0          983       120487  122514  +     
AAS90020.1  BDV24DRAFT_149648  95.1      95.6      0          919       122647  125398  -     


GCA_009193585
=============
ML737714.1
----------
Cluster 48, score 1.0468:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90000.1  BDV27DRAFT_160071  87.8      100       1.65e-167  468       49762  50751  +     


GCA_009193645
=============
ML736810.1
----------
Cluster 50, score 7.6522:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start   End     Strand
AAS89999.1  BDV37DRAFT_196593  93.2      100       0          3964      107409  114605  +     
AAS89998.1  BDV37DRAFT_196655  94.8      100       0          990       116013  118479  -     
AAS89997.1  BDV37DRAFT_286300  85.1      100       7.23e-304  832       118789  120550  -     
AAS89996.1  BDV37DRAFT_274178  93.5      100       1.02e-269  736       120834  121980  +     

Cluster 49, score 5.2817:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90016.1  BDV37DRAFT_296653  91.7      94.4      6.95e-164  476       53709  56732  +     
AAS90010.1  BDV37DRAFT_296669  95        96        0          937       73318  77169  +     
AAS90007.1  BDV37DRAFT_296673  96.1      100       6.79e-285  775       82429  83716  -     
AAS90006.1  BDV37DRAFT_196539  95.2      100       8.81e-230  629       83781  85196  -     


GCA_009193665
=============
ML735693.1
----------
Cluster 52, score 9.0522:
Query       Subject            Identity  Coverage  E-value    Bitscore  Start  End    Strand
AAS90007.1  BDV36DRAFT_279726  96.4      100       7.08e-287  780       32633  33917  -     
AAS90002.1  BDV36DRAFT_209986  92.3      100       0          3543      42816  49371  -     
AAS90000.1  BDV36DRAFT_291090  95.6      100       1.77e-187  519       55715  56713  -     
AAS89999.1  BDV36DRAFT_279733  95.4      100       0          4058      58502  65117  +     
AAS89997.1  BDV36DRAFT_279735  87.4      100       3.18e-314  858       69513  71272  -     
AAS89996.1  BDV36DRAFT_210025  96.3      100       1.12e-280  764       71410  72867  +     

Cluster 51, score 1.0934:
Query       Subject            Identity  Coverage  E-value  Bitscore  Start  End   Strand
AAS90020.1  BDV36DRAFT_291067  91.9      99.8      0        934       4483   6076  +     


GCA_014117465
=============
CP059868.1
----------
Cluster 53, score 38.5113:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90020.1  G4B84_005787  93.9      99.6      0          954       4940633  4942234  +     
AAS90016.1  G4B84_005788  95.1      100       1.68e-186  517       4942516  4943389  +     
AAS90015.1  G4B84_005789  96.6      96.3      0          980       4943655  4945467  -     
AAS90014.1  G4B84_005790  95.7      100       0          1004      4946013  4947662  +     
AAS90019.1  G4B84_005791  98.6      100       0          1273      4948203  4950190  -     
AAS90013.1  G4B84_005792  96.4      100       0          1071      4950704  4952655  -     
AAS90018.1  G4B84_005793  93.8      100       2.21e-287  784       4953901  4955388  +     
AAS90012.1  G4B84_005794  95.9      100       8.12e-276  752       4956668  4958002  +     
AAS90017.1  G4B84_005795  89.4      98.9      4.57e-178  496       4958175  4959024  +     
AAS90010.1  G4B84_005797  96.2      94.6      0          939       4960041  4963557  +     
AAS90011.1  G4B84_005797  98.2      99.2      0          981       4960041  4963557  +     
AAS90009.1  G4B84_005799  95.5      99.8      0          969       4964611  4966315  -     
AAS90007.1  G4B84_005801  97.3      96.4      5.96e-268  754       4967173  4971978  -     
AAS90005.1  G4B84_005802  95.9      96.4      7.17e-183  509       4972246  4973221  -     
AAS90004.1  G4B84_005803  94.1      100       1.25e-290  793       4973788  4975240  -     
AAS90003.1  G4B84_005804  93.5      100       4.97e-290  792       4975978  4977313  +     
AAS90002.1  G4B84_005805  95.5      100       0          3691      4978582  4984429  -     
AAS90001.1  G4B84_005806  96.2      100       0          3148      4984804  4990263  +     
AAS90000.1  G4B84_005807  96.7      100       1.25e-187  519       4991573  4992563  -     
AAS89999.1  G4B84_005809  96.6      100       0          4125      4994252  5000876  +     
AAS89997.1  G4B84_005810  77.3      90.2      4.85e-225  655       5002534  5007171  -     
AAS89998.1  G4B84_005810  97.2      100       0          1001      5002534  5007171  -     


GCA_014117485
=============
CP059860.1
----------
Cluster 54, score 38.5129:
Query       Subject       Identity  Coverage  E-value    Bitscore  Start    End      Strand
AAS90020.1  G4B11_005846  93.9      99.6      0          955       4920134  4921735  +     
AAS90016.1  G4B11_005847  94.7      100       1.96e-185  514       4922017  4922890  +     
